==============================================================================
==============================================================================
Wed. Apr. 23 2014                  LANDSAT 5                       Time: 16:01
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101404236709_00033                          Path / Row - 183 / 33
Reference Image: L51MTI1003285080100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1830334285   38.39347     22.55012    -0.05      0.04     0.06     1 
1830334286   38.39299     22.58584    -0.03      0.05     0.06     1 
1830334287   38.39250     22.62155     0.07      0.01     0.07     1 
1830334288   38.39200     22.65726     0.12     -0.00     0.12     1 
1830334289   38.39149     22.69298     0.07      0.05     0.08     1 
1830334290   38.39097     22.72869    -0.02      0.10     0.10     1 
1830334291   38.39044     22.76440    -0.04      0.04     0.05     1 
1830334292   38.38990     22.80010     0.00      0.08     0.08     1 
1830334293   38.38934     22.83581    -0.04     -0.01     0.04     1 
1830334294   38.38878     22.87152    -0.05      0.02     0.06     1 
1830334295   38.38820     22.90723     0.02      0.02     0.03     1 
1830334296   38.38761     22.94293    -0.10      0.03     0.10     1 
1830334297   38.38702     22.97864    -0.08      0.03     0.09     1 
1830334298   38.38641     23.01434     0.00      0.11     0.11     1 
1830334300   38.38516     23.08574    -0.07     -0.10     0.12     1 
1830334301   38.38452     23.12144     0.01     -0.16     0.16     1 
1830334303   38.38320     23.19284     0.12      0.05     0.13     1 
1830334304   38.38253     23.22853     0.01      0.01     0.02     1 
1830334309   38.37900     23.40700     0.12     -0.04     0.13     1 
1830334311   38.37751     23.47837    -0.04     -0.25     0.25     1 
1830334312   38.37675     23.51406     0.04     -0.08     0.09     1 
1830334313   38.37598     23.54974     0.08      0.04     0.09     1 
1830334314   38.37520     23.58543    -0.00     -0.03     0.03     1 
1830334315   38.37441     23.62111    -0.00      0.12     0.12     1 
1830334328   38.36311     24.08484     0.17     -0.04     0.18     1 
1830334331   38.36025     24.19182     0.11      0.02     0.11     1 
1830334332   38.35927     24.22747     0.19     -0.00     0.19     1 
1830334353   38.37137     22.29965    -0.02      0.07     0.07     1 
1830334354   38.37097     22.33535    -0.01      0.00     0.01     1 
1830334355   38.37056     22.37106    -0.10      0.02     0.10     1 
1830334356   38.37013     22.40677     0.12     -0.02     0.12     1 
1830334359   38.36880     22.51388     0.05     -0.10     0.11     1 
1830334360   38.36833     22.54959    -0.01      0.11     0.11     1 
1830334361   38.36785     22.58529    -0.01     -0.01     0.02     1 
1830334362   38.36737     22.62099    -0.01      0.11     0.11     1 
1830334363   38.36687     22.65669     0.20      0.04     0.21     1 
1830334364   38.36636     22.69239     0.03      0.01     0.03     1 
1830334365   38.36584     22.72809    -0.06      0.05     0.08     1 
1830334366   38.36530     22.76379    -0.01     -0.00     0.01     1 
1830334367   38.36476     22.79948    -0.10     -0.07     0.13     1 
1830334368   38.36421     22.83518     0.03      0.03     0.04     1 
1830334369   38.36364     22.87087     0.01      0.05     0.06     1 
1830334370   38.36307     22.90657     0.02      0.08     0.08     1 
1830334371   38.36248     22.94226    -0.05      0.06     0.08     1 
1830334372   38.36189     22.97795     0.11      0.03     0.12     1 
1830334373   38.36128     23.01364     0.01      0.04     0.04     1 
1830334374   38.36066     23.04933     0.07      0.03     0.07     1 
1830334375   38.36003     23.08502     0.08      0.04     0.09     1 
1830334376   38.35939     23.12071     0.05      0.05     0.07     1 
1830334377   38.35874     23.15639     0.03      0.02     0.04     1 
1830334378   38.35808     23.19208     0.15      0.04     0.15     1 
1830334379   38.35740     23.22776     0.21     -0.10     0.23     1 
1830334380   38.35672     23.26345    -0.07     -0.05     0.09     1 
1830334384   38.35388     23.40617    -0.11     -0.06     0.13     1 
1830334386   38.35239     23.47752    -0.02     -0.10     0.10     1 
1830334388   38.35086     23.54886     0.10     -0.03     0.11     1 
1830334389   38.35008     23.58453    -0.08     -0.05     0.10     1 
1830334390   38.34929     23.62020    -0.00     -0.06     0.06     1 
1830334391   38.34848     23.65587    -0.04     -0.09     0.10     1 
1830334392   38.34767     23.69154     0.06      0.02     0.06     1 
1830334393   38.34685     23.72720    -0.10     -0.02     0.11     1 
1830334403   38.33800     24.08377     0.22      0.02     0.22     1 
1830334405   38.33611     24.15507     0.02      0.07     0.08     1 
1830334406   38.33514     24.19071     0.27      0.01     0.27     1 
1830334428   38.34623     22.29920     0.00      0.01     0.01     1 
1830334429   38.34583     22.33489     0.01      0.12     0.12     1 
1830334430   38.34542     22.37059    -0.06      0.18     0.19     1 
1830334435   38.34320     22.54905     0.06     -0.09     0.11     1 
1830334436   38.34272     22.58474    -0.08      0.21     0.22     1 
1830334437   38.34223     22.62043    -0.10      0.08     0.13     1 
1830334439   38.34122     22.69180    -0.02     -0.07     0.08     1 
1830334440   38.34070     22.72749    -0.03      0.02     0.04     1 
1830334441   38.34017     22.76318     0.01      0.01     0.02     1 
1830334442   38.33963     22.79886    -0.02      0.02     0.02     1 
1830334443   38.33908     22.83454     0.05      0.04     0.06     1 
1830334444   38.33851     22.87023     0.11      0.07     0.13     1 
1830334445   38.33794     22.90591     0.00      0.08     0.08     1 
1830334446   38.33735     22.94159     0.14      0.09     0.16     1 
1830334447   38.33676     22.97727     0.15      0.11     0.19     1 
1830334448   38.33615     23.01295    -0.00     -0.05     0.05     1 
1830334449   38.33553     23.04862     0.15      0.05     0.16     1 
1830334450   38.33490     23.08430     0.12     -0.00     0.12     1 
1830334451   38.33426     23.11998     0.04      0.14     0.14     1 
1830334452   38.33361     23.15565     0.03      0.12     0.12     1 
1830334453   38.33295     23.19132     0.04     -0.21     0.22     1 
1830334454   38.33228     23.22699     0.07      0.20     0.21     1 
1830334455   38.33160     23.26266     0.03     -0.12     0.12     1 
1830334456   38.33090     23.29833    -0.16      0.05     0.17     1 
1830334457   38.33020     23.33400    -0.02     -0.03     0.04     1 
1830334458   38.32948     23.36967    -0.13     -0.04     0.14     1 
1830334459   38.32876     23.40533    -0.05     -0.07     0.09     1 
1830334460   38.32802     23.44100     0.12      0.06     0.13     1 
1830334461   38.32727     23.47666    -0.08     -0.03     0.09     1 
1830334463   38.32574     23.54798    -0.02     -0.00     0.02     1 
1830334464   38.32496     23.58364    -0.06     -0.04     0.07     1 
1830334465   38.32417     23.61930     0.03     -0.08     0.08     1 
1830334466   38.32337     23.65495    -0.00     -0.09     0.09     1 
1830334467   38.32255     23.69061    -0.01     -0.07     0.07     1 
1830334468   38.32173     23.72626    -0.03     -0.08     0.08     1 
1830334469   38.32090     23.76191    -0.15     -0.14     0.20     1 
1830334470   38.32005     23.79756    -0.13     -0.10     0.16     1 
1830334471   38.31919     23.83321    -0.10      0.04     0.10     1 
1830334477   38.31383     24.04707     0.08     -0.02     0.08     1 
1830334478   38.31290     24.08271     0.10      0.16     0.19     1 
1830334479   38.31195     24.11835     0.07      0.01     0.07     1 
1830334480   38.31100     24.15398     0.21     -0.05     0.22     1 
1830334481   38.31003     24.18961     0.14      0.02     0.14     1 
1830334482   38.30906     24.22524     0.03      0.07     0.08     1 
1830334510   38.31806     22.54851    -0.02      0.01     0.03     1 
1830334511   38.31759     22.58419    -0.05      0.07     0.08     1 
1830334512   38.31710     22.61987     0.22      0.11     0.25     1 
1830334514   38.31609     22.69122    -0.01      0.09     0.09     1 
1830334515   38.31557     22.72689     0.03      0.05     0.06     1 
1830334516   38.31504     22.76257    -0.05      0.03     0.06     1 
1830334517   38.31450     22.79824     0.06     -0.00     0.06     1 
1830334518   38.31395     22.83391    -0.01      0.06     0.06     1 
1830334519   38.31338     22.86958     0.08      0.09     0.11     1 
1830334520   38.31281     22.90525    -0.01      0.04     0.04     1 
1830334521   38.31222     22.94092     0.07      0.01     0.07     1 
1830334522   38.31163     22.97659     0.07      0.02     0.08     1 
1830334523   38.31102     23.01225     0.12      0.04     0.13     1 
1830334524   38.31040     23.04792     0.08      0.06     0.10     1 
1830334526   38.30914     23.11924     0.08      0.03     0.08     1 
1830334527   38.30849     23.15490    -0.04      0.02     0.04     1 
1830334528   38.30783     23.19056     0.07      0.05     0.09     1 
1830334529   38.30715     23.22622    -0.13     -0.01     0.13     1 
1830334530   38.30647     23.26188    -0.19     -0.04     0.20     1 
1830334531   38.30578     23.29754    -0.10      0.10     0.15     1 
1830334532   38.30507     23.33320     0.00     -0.03     0.03     1 
1830334533   38.30436     23.36885     0.01     -0.01     0.02     1 
1830334534   38.30363     23.40450    -0.17      0.02     0.17     1 
1830334536   38.30215     23.47581     0.21      0.04     0.21     1 
1830334537   38.30139     23.51146    -0.06     -0.03     0.07     1 
1830334538   38.30062     23.54710     0.00     -0.09     0.09     1 
1830334539   38.29984     23.58275    -0.08     -0.10     0.13     1 
1830334541   38.29825     23.65404     0.01     -0.01     0.01     1 
1830334542   38.29744     23.68968    -0.09     -0.03     0.10     1 
1830334543   38.29661     23.72532    -0.14     -0.21     0.26     1 
1830334544   38.29578     23.76096    -0.11     -0.06     0.12     1 
1830334545   38.29494     23.79660     0.03     -0.06     0.07     1 
1830334546   38.29408     23.83224    -0.04      0.03     0.04     1 
1830334547   38.29321     23.86787    -0.06      0.01     0.06     1 
1830334548   38.29234     23.90350    -0.10     -0.02     0.10     1 
1830334554   38.28684     24.11727     0.21     -0.00     0.21     1 
1830334555   38.28589     24.15289     0.18      0.13     0.22     1 
1830334556   38.28493     24.18851     0.13     -0.03     0.13     1 
1830334557   38.28395     24.22413     0.24      0.02     0.24     1 
1830334558   38.28297     24.25975     0.19     -0.05     0.20     1 
1830334585   38.29293     22.54798     0.07      0.08     0.10     1 
1830334586   38.29245     22.58365     0.12      0.13     0.18     1 
1830334589   38.29096     22.69064     0.17     -0.03     0.17     1 
1830334591   38.28991     22.76196     0.08      0.05     0.09     1 
1830334592   38.28937     22.79762    -0.03      0.04     0.05     1 
1830334593   38.28881     22.83328     0.10      0.03     0.10     1 
1830334594   38.28825     22.86894     0.16      0.08     0.18     1 
1830334595   38.28768     22.90459     0.19      0.03     0.19     1 
1830334596   38.28709     22.94025     0.07      0.03     0.07     1 
1830334597   38.28650     22.97590     0.08      0.08     0.12     1 
1830334598   38.28589     23.01156     0.18      0.08     0.20     1 
1830334599   38.28527     23.04721     0.17     -0.00     0.17     1 
1830334600   38.28465     23.08286     0.11      0.05     0.12     1 
1830334601   38.28401     23.11851    -0.24      0.14     0.28     1 
1830334602   38.28336     23.15416     0.13      0.17     0.22     1 
1830334603   38.28270     23.18981    -0.15     -0.16     0.22     1 
1830334606   38.28065     23.29675     0.14     -0.12     0.18     1 
1830334607   38.27995     23.33239    -0.04     -0.13     0.14     1 
1830334611   38.27703     23.47495    -0.03     -0.15     0.16     1 
1830334612   38.27627     23.51059    -0.05     -0.02     0.06     1 
1830334613   38.27550     23.54622    -0.02     -0.04     0.05     1 
1830334614   38.27472     23.58186    -0.01     -0.03     0.03     1 
1830334615   38.27393     23.61749     0.08     -0.03     0.09     1 
1830334616   38.27313     23.65312     0.09      0.04     0.09     1 
1830334617   38.27232     23.68875     0.01     -0.05     0.05     1 
1830334618   38.27150     23.72438     0.00      0.00     0.00     1 
1830334619   38.27066     23.76001     0.08     -0.03     0.08     1 
1830334620   38.26982     23.79563     0.02      0.02     0.03     1 
1830334621   38.26897     23.83126     0.10     -0.09     0.14     1 
1830334622   38.26810     23.86688     0.05     -0.07     0.08     1 
1830334623   38.26722     23.90250     0.00      0.02     0.02     1 
1830334624   38.26634     23.93812     0.09     -0.05     0.10     1 
1830334625   38.26544     23.97374    -0.02      0.07     0.07     1 
1830334629   38.26174     24.11620     0.13      0.03     0.14     1 
1830334631   38.25982     24.18741     0.11      0.00     0.11     1 
1830334632   38.25885     24.22302     0.10     -0.02     0.11     1 
1830334633   38.25787     24.25862     0.15     -0.04     0.15     1 
1830334667   38.26423     22.79700     0.06     -0.08     0.10     1 
1830334668   38.26368     22.83265     0.10      0.04     0.11     1 
1830334669   38.26312     22.86829     0.05     -0.00     0.05     1 
1830334670   38.26255     22.90394     0.04      0.03     0.05     1 
1830334671   38.26196     22.93958     0.13      0.08     0.15     1 
1830334672   38.26137     22.97522     0.01      0.06     0.06     1 
1830334674   38.26015     23.04650     0.10      0.13     0.16     1 
1830334675   38.25952     23.08214    -0.01      0.06     0.06     1 
1830334676   38.25888     23.11778    -0.04      0.02     0.05     1 
1830334677   38.25823     23.15342    -0.01      0.02     0.02     1 
1830334678   38.25757     23.18905    -0.01      0.17     0.17     1 
1830334679   38.25690     23.22469     0.06      0.06     0.09     1 
1830334685   38.25265     23.43847     0.07     -0.06     0.09     1 
1830334686   38.25191     23.47410     0.01     -0.08     0.08     1 
1830334687   38.25115     23.50972     0.11     -0.08     0.14     1 
1830334688   38.25038     23.54535     0.16     -0.04     0.16     1 
1830334689   38.24960     23.58097    -0.05     -0.04     0.06     1 
1830334690   38.24881     23.61659     0.04     -0.07     0.08     1 
1830334691   38.24801     23.65221     0.10      0.01     0.10     1 
1830334692   38.24720     23.68783     0.16      0.11     0.19     1 
1830334693   38.24638     23.72344    -0.02     -0.05     0.06     1 
1830334694   38.24555     23.75906    -0.05     -0.07     0.09     1 
1830334695   38.24471     23.79467    -0.04     -0.06     0.07     1 
1830334696   38.24385     23.83028    -0.09     -0.10     0.14     1 
1830334697   38.24299     23.86589     0.12     -0.04     0.13     1 
1830334698   38.24211     23.90150     0.14     -0.02     0.14     1 
1830334699   38.24122     23.93711     0.11     -0.00     0.11     1 
1830334700   38.24033     23.97272     0.13      0.02     0.13     1 
1830334701   38.23942     24.00832    -0.03     -0.02     0.03     1 
1830334704   38.23663     24.11512     0.13     -0.03     0.13     1 
1830334705   38.23568     24.15072     0.14      0.01     0.14     1 
1830334706   38.23472     24.18632     0.07      0.03     0.07     1 
1830334707   38.23374     24.22191     0.21     -0.02     0.21     1 
1830334708   38.23276     24.25750     0.16     -0.00     0.16     1 
1830334741   38.23964     22.76075    -0.01      0.13     0.13     1 
1830334742   38.23910     22.79638     0.08      0.00     0.08     1 
1830334743   38.23855     22.83201     0.00      0.09     0.09     1 
1830334744   38.23799     22.86765     0.08      0.02     0.08     1 
1830334745   38.23742     22.90328     0.03     -0.04     0.05     1 
1830334746   38.23683     22.93891    -0.07      0.06     0.10     1 
1830334747   38.23624     22.97454     0.03     -0.03     0.05     1 
1830334748   38.23563     23.01017     0.04      0.04     0.06     1 
1830334749   38.23502     23.04580    -0.01      0.02     0.02     1 
1830334750   38.23439     23.08143     0.07      0.05     0.08     1 
1830334751   38.23375     23.11705     0.06      0.06     0.09     1 
1830334752   38.23311     23.15268     0.01      0.03     0.03     1 
1830334753   38.23245     23.18830     0.09      0.05     0.11     1 
1830334754   38.23178     23.22392    -0.16      0.14     0.21     1 
1830334757   38.22970     23.33078     0.02      0.07     0.07     1 
1830334758   38.22899     23.36640     0.02     -0.05     0.06     1 
1830334759   38.22827     23.40202     0.19     -0.02     0.19     1 
1830334760   38.22753     23.43763     0.13     -0.12     0.18     1 
1830334761   38.22678     23.47325     0.03     -0.02     0.04     1 
1830334762   38.22603     23.50886     0.03     -0.05     0.06     1 
1830334763   38.22526     23.54447     0.03     -0.13     0.13     1 
1830334764   38.22448     23.58008     0.07     -0.04     0.08     1 
1830334765   38.22369     23.61569    -0.04     -0.06     0.08     1 
1830334766   38.22290     23.65130    -0.05     -0.05     0.07     1 
1830334767   38.22208     23.68690     0.21      0.00     0.21     1 
1830334769   38.22043     23.75811     0.15     -0.03     0.15     1 
1830334770   38.21959     23.79371     0.13     -0.03     0.13     1 
1830334771   38.21874     23.82931     0.06      0.00     0.06     1 
1830334772   38.21787     23.86491     0.07      0.02     0.07     1 
1830334773   38.21700     23.90050     0.03      0.05     0.06     1 
1830334774   38.21611     23.93610     0.15      0.03     0.15     1 
1830334775   38.21522     23.97169     0.10     -0.01     0.10     1 
1830334776   38.21431     24.00728    -0.02     -0.03     0.04     1 
1830334777   38.21339     24.04287     0.13     -0.05     0.14     1 
1830334779   38.21152     24.11405     0.20     -0.02     0.21     1 
1830334780   38.21057     24.14964     0.18      0.04     0.19     1 
1830334781   38.20961     24.18522     0.04     -0.11     0.11     1 
1830334782   38.20864     24.22080     0.09      0.04     0.10     1 
1830334783   38.20766     24.25638     0.19      0.03     0.19     1 
1830334821   38.21170     22.93824     0.03      0.11     0.12     1 
1830334824   38.20989     23.04510     0.11      0.04     0.12     1 
1830334826   38.20862     23.11632     0.07      0.05     0.09     1 
1830334827   38.20798     23.15194    -0.05      0.01     0.05     1 
1830334828   38.20732     23.18755     0.02      0.02     0.03     1 
1830334829   38.20665     23.22316     0.10      0.01     0.10     1 
1830334830   38.20597     23.25877     0.03      0.00     0.03     1 
1830334831   38.20528     23.29438     0.05      0.02     0.06     1 
1830334832   38.20458     23.32998    -0.02     -0.02     0.02     1 
1830334833   38.20387     23.36559     0.19     -0.02     0.19     1 
1830334835   38.20241     23.43680     0.16      0.04     0.16     1 
1830334836   38.20166     23.47240     0.06     -0.01     0.06     1 
1830334837   38.20091     23.50800     0.00      0.01     0.01     1 
1830334838   38.20014     23.54360    -0.05      0.02     0.05     1 
1830334839   38.19936     23.57919    -0.04     -0.11     0.11     1 
1830334840   38.19858     23.61479    -0.00     -0.07     0.07     1 
1830334841   38.19778     23.65038     0.10     -0.04     0.11     1 
1830334842   38.19697     23.68598     0.17     -0.02     0.17     1 
1830334843   38.19615     23.72157     0.17      0.03     0.17     1 
1830334844   38.19532     23.75716     0.13     -0.05     0.14     1 
1830334845   38.19447     23.79275     0.04     -0.04     0.05     1 
1830334846   38.19362     23.82834    -0.05      0.02     0.05     1 
1830334847   38.19276     23.86392    -0.05     -0.02     0.06     1 
1830334848   38.19188     23.89951    -0.02     -0.07     0.07     1 
1830334849   38.19100     23.93509     0.10     -0.04     0.10     1 
1830334850   38.19011     23.97067     0.05     -0.01     0.05     1 
1830334851   38.18920     24.00625     0.13     -0.09     0.16     1 
1830334852   38.18828     24.04183    -0.11     -0.07     0.13     1 
1830334853   38.18735     24.07741     0.07     -0.03     0.08     1 
1830334854   38.18641     24.11298     0.14      0.09     0.16     1 
1830334857   38.18353     24.21970     0.08      0.04     0.09     1 
1830334858   38.18255     24.25526     0.13     -0.00     0.13     1 
1830334859   38.18156     24.29083     0.25      0.09     0.27     1 
1830334860   38.18056     24.32640     0.17      0.08     0.19     1 
1830334895   38.18715     22.90197     0.08      0.06     0.10     1 
1830334896   38.18657     22.93758     0.07      0.04     0.08     1 
1830334897   38.18598     22.97318     0.16      0.06     0.17     1 
1830334898   38.18537     23.00879     0.17      0.03     0.17     1 
1830334899   38.18476     23.04439     0.13     -0.02     0.13     1 
1830334902   38.18285     23.15120    -0.04     -0.02     0.05     1 
1830334903   38.18219     23.18680     0.05      0.02     0.06     1 
1830334904   38.18152     23.22239     0.22     -0.02     0.22     1 
1830334905   38.18084     23.25799     0.20      0.02     0.20     1 
1830334906   38.18015     23.29359     0.07     -0.01     0.07     1 
1830334907   38.17945     23.32918     0.08      0.06     0.10     1 
1830334908   38.17874     23.36478     0.02     -0.03     0.03     1 
1830334909   38.17802     23.40037    -0.08     -0.06     0.10     1 
1830334910   38.17728     23.43596    -0.05     -0.01     0.05     1 
1830334911   38.17654     23.47155    -0.04     -0.05     0.07     1 
1830334912   38.17579     23.50714     0.04     -0.07     0.08     1 
1830334913   38.17502     23.54272    -0.07     -0.09     0.11     1 
1830334914   38.17424     23.57831    -0.04     -0.10     0.11     1 
1830334915   38.17346     23.61389     0.21      0.02     0.21     1 
1830334916   38.17266     23.64947     0.17     -0.05     0.18     1 
1830334917   38.17185     23.68505     0.14     -0.04     0.15     1 
1830334918   38.17103     23.72064     0.25     -0.05     0.25     1 
1830334919   38.17020     23.75621     0.21      0.05     0.22     1 
1830334920   38.16936     23.79179     0.03     -0.05     0.05     1 
1830334921   38.16851     23.82737    -0.00     -0.04     0.04     1 
1830334922   38.16765     23.86294     0.00     -0.05     0.05     1 
1830334923   38.16677     23.89851     0.20     -0.06     0.21     1 
1830334924   38.16589     23.93408     0.02     -0.03     0.03     1 
1830334925   38.16499     23.96965     0.04     -0.01     0.04     1 
1830334926   38.16409     24.00522    -0.03     -0.03     0.04     1 
1830334927   38.16317     24.04078    -0.03      0.13     0.13     1 
1830334930   38.16036     24.14747     0.17      0.14     0.22     1 
1830334932   38.15843     24.21859    -0.03     -0.05     0.06     1 
1830334933   38.15745     24.25415     0.14      0.00     0.14     1 
1830334935   38.15545     24.32525     0.06      0.03     0.07     1 
1830334976   38.15837     23.11487     0.10      0.22     0.24     1 
1830334977   38.15772     23.15046    -0.00     -0.01     0.01     1 
1830334979   38.15640     23.22163     0.03     -0.04     0.05     1 
1830334980   38.15572     23.25722    -0.01     -0.04     0.04     1 
1830334981   38.15503     23.29280     0.01     -0.02     0.02     1 
1830334982   38.15433     23.32838    -0.09     -0.01     0.09     1 
1830334983   38.15362     23.36396    -0.01     -0.03     0.03     1 
1830334984   38.15290     23.39954    -0.04     -0.05     0.07     1 
1830334985   38.15216     23.43512    -0.06     -0.07     0.09     1 
1830334986   38.15142     23.47070    -0.03     -0.07     0.08     1 
1830334987   38.15066     23.50627    -0.03     -0.07     0.07     1 
1830334988   38.14990     23.54185    -0.01     -0.07     0.07     1 
1830334989   38.14912     23.57742     0.00     -0.11     0.11     1 
1830334990   38.14834     23.61299     0.04     -0.07     0.08     1 
1830334991   38.14754     23.64856     0.07      0.03     0.07     1 
1830334992   38.14673     23.68413     0.17     -0.03     0.17     1 
1830334993   38.14591     23.71970     0.13     -0.01     0.13     1 
1830334994   38.14509     23.75527     0.06     -0.03     0.07     1 
1830334995   38.14424     23.79083    -0.05     -0.07     0.08     1 
1830334996   38.14339     23.82640    -0.00     -0.02     0.02     1 
1830334997   38.14253     23.86196     0.01     -0.04     0.04     1 
1830334998   38.14166     23.89752     0.00     -0.05     0.05     1 
1830334999   38.14078     23.93307     0.07     -0.09     0.11     1 
1830335000   38.13988     23.96863    -0.05     -0.13     0.14     1 
1830335002   38.13806     24.03974     0.12      0.04     0.13     1 
1830335007   38.13332     24.21749     0.21     -0.07     0.22     1 
1830335008   38.13234     24.25303     0.11      0.01     0.11     1 
1830335009   38.13135     24.28857     0.18     -0.02     0.18     1 
1830335010   38.13035     24.32411     0.19      0.03     0.20     1 
1830335053   38.13194     23.18530     0.20     -0.08     0.22     1 
1830335054   38.13127     23.22087     0.02     -0.00     0.02     1 
1830335055   38.13059     23.25644     0.25     -0.02     0.25     1 
1830335057   38.12920     23.32758    -0.01     -0.01     0.01     1 
1830335058   38.12849     23.36315     0.08     -0.01     0.08     1 
1830335059   38.12777     23.39872     0.08     -0.12     0.15     1 
1830335060   38.12704     23.43429     0.10     -0.04     0.11     1 
1830335061   38.12630     23.46985    -0.00     -0.05     0.05     1 
1830335062   38.12554     23.50541     0.06     -0.16     0.17     1 
1830335063   38.12478     23.54098    -0.04     -0.04     0.06     1 
1830335064   38.12400     23.57654     0.06     -0.21     0.21     1 
1830335065   38.12322     23.61210     0.20     -0.08     0.22     1 
1830335066   38.12242     23.64766     0.12     -0.06     0.13     1 
1830335067   38.12161     23.68321     0.08     -0.08     0.11     1 
1830335068   38.12080     23.71877     0.13     -0.09     0.15     1 
1830335069   38.11997     23.75432     0.01     -0.00     0.01     1 
1830335070   38.11913     23.78987    -0.03     -0.02     0.04     1 
1830335071   38.11828     23.82543     0.05     -0.03     0.06     1 
1830335072   38.11742     23.86097    -0.02     -0.01     0.03     1 
1830335073   38.11655     23.89652     0.05     -0.01     0.05     1 
1830335074   38.11566     23.93207     0.19      0.02     0.19     1 
1830335075   38.11477     23.96761     0.17     -0.06     0.18     1 
1830335079   38.11109     24.10978     0.14     -0.00     0.14     1 
1830335082   38.10822     24.21638     0.23     -0.05     0.24     1 
1830335083   38.10724     24.25192     0.24     -0.04     0.25     1 
1830335084   38.10625     24.28745     0.14      0.04     0.15     1 
1830335131   38.10478     23.29123     0.09     -0.01     0.09     1 
1830335133   38.10337     23.36234     0.25     -0.10     0.27     1 
1830335134   38.10265     23.39790     0.16     -0.11     0.19     1 
1830335135   38.10192     23.43345     0.11     -0.14     0.18     1 
1830335136   38.10117     23.46900    -0.06     -0.04     0.07     1 
1830335137   38.10042     23.50456     0.00     -0.09     0.09     1 
1830335138   38.09966     23.54011     0.03     -0.01     0.03     1 
1830335140   38.09810     23.61120    -0.24      0.00     0.24     1 
1830335141   38.09730     23.64675     0.09     -0.03     0.09     1 
1830335142   38.09650     23.68229    -0.03     -0.09     0.09     1 
1830335143   38.09568     23.71784    -0.00      0.01     0.01     1 
1830335144   38.09485     23.75338     0.03     -0.04     0.05     1 
1830335145   38.09401     23.78892     0.00      0.01     0.01     1 
1830335146   38.09316     23.82446     0.05      0.00     0.05     1 
1830335147   38.09230     23.86000     0.14     -0.01     0.14     1 
1830335148   38.09143     23.89553     0.03     -0.08     0.09     1 
1830335149   38.09055     23.93107     0.11      0.00     0.11     1 
1830335150   38.08966     23.96660    -0.02     -0.01     0.02     1 
1830335155   38.08503     24.14424     0.05      0.11     0.12     1 
1830335157   38.08311     24.21528     0.19      0.00     0.19     1 
1830335159   38.08114     24.28632     0.10      0.04     0.11     1 
1830335212   38.07530     23.50370    -0.03     -0.03     0.04     1 
1830335213   38.07454     23.53924    -0.01     -0.09     0.10     1 
1830335214   38.07376     23.57477    -0.09      0.02     0.09     1 
1830335215   38.07298     23.61031    -0.07      0.00     0.07     1 
1830335216   38.07218     23.64584     0.07     -0.06     0.10     1 
1830335217   38.07138     23.68137     0.04     -0.16     0.16     1 
1830335218   38.07056     23.71691    -0.05     -0.13     0.14     1 
1830335219   38.06974     23.75244     0.03     -0.04     0.05     1 
1830335220   38.06890     23.78796     0.02     -0.06     0.07     1 
1830335221   38.06805     23.82349     0.04     -0.03     0.05     1 
1830335222   38.06719     23.85902    -0.02     -0.09     0.09     1 
1830335223   38.06632     23.89454     0.11     -0.03     0.11     1 
1830335224   38.06544     23.93006     0.26     -0.07     0.27     1 
1830335225   38.06455     23.96558     0.02     -0.02     0.03     1 
1830335226   38.06364     24.00110    -0.04     -0.09     0.10     1 
1830335292   38.04626     23.68046    -0.05     -0.12     0.13     1 
1830335293   38.04545     23.71598    -0.06     -0.09     0.11     1 
1830335294   38.04462     23.75149     0.03     -0.02     0.04     1 
1830335296   38.04293     23.82253    -0.10      0.03     0.10     1 
1830335297   38.04207     23.85804     0.07     -0.02     0.07     1 
1830335298   38.04120     23.89355     0.16     -0.03     0.16     1 
1830335299   38.04033     23.92906     0.18     -0.10     0.21     1 
1830335300   38.03943     23.96457     0.16     -0.10     0.19     1 
1830335301   38.03853     24.00008     0.05     -0.01     0.05     1 
1830335308   38.03192     24.24858     0.10      0.03     0.10     1 
1830335309   38.03094     24.28407     0.09      0.03     0.10     1 
1830335373   38.01609     23.89256     0.05     -0.08     0.10     1 
1830335374   38.01521     23.92806    -0.05     -0.13     0.14     1 
1830335375   38.01432     23.96356     0.15     -0.07     0.17     1 
1830335376   38.01342     23.99905     0.00     -0.07     0.07     1 
1830335377   38.01251     24.03455     0.22     -0.01     0.22     1 
1830335384   38.00583     24.28295     0.13      0.06     0.14     1 
1830335458   37.98171     24.24636     0.20     -0.01     0.20     1 
----------------------------------------------------------------------
---------------------------------------------------
Total correlated GCPs in Upper Left Quadrant: 366

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.050
