==============================================================================
==============================================================================
Wed. Apr. 23 2014                  LANDSAT 5                       Time: 16:01
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101404236709_00033                          Path / Row - 183 / 33
Reference Image: L51MTI1003285080100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1830333496   38.64566     23.84603    -0.10     -0.00     0.10     1 
1830333497   38.64478     23.88184     0.05     -0.03     0.06     1 
1830333499   38.64300     23.95345    -0.11     -0.03     0.11     1 
1830333500   38.64209     23.98925     0.00     -0.06     0.06     1 
1830333501   38.64117     24.02506     0.06     -0.04     0.07     1 
1830333502   38.64023     24.06086     0.02     -0.01     0.02     1 
1830333503   38.63929     24.09665    -0.06     -0.09     0.11     1 
1830333504   38.63834     24.13245     0.06      0.06     0.09     1 
1830333530   38.64706     22.37632     0.05      0.06     0.08     1 
1830333531   38.64663     22.41216     0.06      0.08     0.11     1 
1830333532   38.64619     22.44800     0.00     -0.01     0.01     1 
1830333533   38.64574     22.48384     0.01      0.08     0.08     1 
1830333535   38.64481     22.55552     0.03      0.08     0.09     1 
1830333536   38.64433     22.59136    -0.01      0.03     0.03     1 
1830333537   38.64384     22.62720     0.08      0.05     0.09     1 
1830333538   38.64333     22.66304    -0.10      0.01     0.10     1 
1830333539   38.64282     22.69887     0.03      0.08     0.09     1 
1830333540   38.64229     22.73471     0.00      0.05     0.05     1 
1830333541   38.64176     22.77054    -0.01     -0.05     0.05     1 
1830333542   38.64121     22.80638     0.04     -0.01     0.04     1 
1830333543   38.64065     22.84221    -0.08      0.03     0.08     1 
1830333544   38.64008     22.87804    -0.05     -0.05     0.07     1 
1830333545   38.63950     22.91387    -0.01     -0.10     0.10     1 
1830333546   38.63891     22.94970    -0.01      0.09     0.09     1 
1830333547   38.63830     22.98553     0.13      0.07     0.15     1 
1830333548   38.63769     23.02136     0.02      0.05     0.05     1 
1830333549   38.63706     23.05718    -0.17      0.04     0.17     1 
1830333550   38.63643     23.09301    -0.10      0.05     0.12     1 
1830333551   38.63578     23.12883    -0.01      0.04     0.04     1 
1830333552   38.63513     23.16465    -0.06     -0.05     0.08     1 
1830333553   38.63446     23.20048    -0.05     -0.01     0.05     1 
1830333554   38.63378     23.23629     0.03     -0.01     0.03     1 
1830333555   38.63309     23.27211    -0.05     -0.03     0.06     1 
1830333556   38.63238     23.30793    -0.07      0.07     0.09     1 
1830333561   38.62871     23.48700     0.17     -0.02     0.17     1 
1830333562   38.62795     23.52281    -0.04     -0.02     0.04     1 
1830333563   38.62717     23.55862    -0.02     -0.06     0.06     1 
1830333564   38.62638     23.59443    -0.12     -0.06     0.13     1 
1830333565   38.62558     23.63023    -0.06     -0.04     0.08     1 
1830333566   38.62477     23.66604    -0.14     -0.09     0.17     1 
1830333567   38.62395     23.70184     0.03     -0.06     0.07     1 
1830333568   38.62311     23.73764    -0.05     -0.06     0.07     1 
1830333569   38.62227     23.77344    -0.05     -0.08     0.09     1 
1830333570   38.62141     23.80924    -0.04     -0.03     0.05     1 
1830333571   38.62055     23.84504     0.21     -0.04     0.21     1 
1830333572   38.61967     23.88083     0.05     -0.04     0.06     1 
1830333573   38.61879     23.91663    -0.03     -0.00     0.03     1 
1830333574   38.61789     23.95242    -0.03     -0.05     0.06     1 
1830333575   38.61698     23.98821     0.00     -0.05     0.05     1 
1830333576   38.61606     24.02400     0.11     -0.01     0.11     1 
1830333577   38.61513     24.05979     0.07     -0.02     0.08     1 
1830333578   38.61418     24.09557     0.10      0.05     0.11     1 
1830333579   38.61323     24.13136     0.09      0.06     0.11     1 
1830333605   38.62192     22.37584    -0.02      0.04     0.04     1 
1830333606   38.62150     22.41167    -0.13     -0.07     0.15     1 
1830333607   38.62106     22.44750     0.10      0.00     0.10     1 
1830333608   38.62061     22.48333     0.05     -0.04     0.07     1 
1830333609   38.62015     22.51915    -0.09     -0.01     0.09     1 
1830333610   38.61968     22.55498    -0.06     -0.01     0.06     1 
1830333611   38.61920     22.59081    -0.05     -0.07     0.09     1 
1830333612   38.61870     22.62663    -0.01      0.01     0.02     1 
1830333613   38.61820     22.66246     0.01      0.09     0.09     1 
1830333614   38.61769     22.69828    -0.10      0.09     0.14     1 
1830333617   38.61608     22.80575    -0.03     -0.28     0.29     1 
1830333618   38.61552     22.84157    -0.18      0.04     0.18     1 
1830333619   38.61495     22.87739    -0.04      0.01     0.04     1 
1830333620   38.61437     22.91320     0.00      0.15     0.15     1 
1830333621   38.61378     22.94902     0.22     -0.03     0.22     1 
1830333622   38.61317     22.98484     0.16     -0.00     0.16     1 
1830333623   38.61256     23.02065     0.12      0.13     0.18     1 
1830333624   38.61194     23.05646     0.04      0.00     0.04     1 
1830333625   38.61130     23.09228     0.19     -0.03     0.19     1 
1830333626   38.61066     23.12809    -0.15      0.08     0.17     1 
1830333627   38.61000     23.16390    -0.07      0.06     0.10     1 
1830333628   38.60933     23.19971     0.01      0.03     0.03     1 
1830333629   38.60865     23.23551     0.14      0.03     0.15     1 
1830333630   38.60796     23.27132     0.16     -0.06     0.17     1 
1830333631   38.60726     23.30713     0.12     -0.00     0.12     1 
1830333632   38.60655     23.34293    -0.07      0.06     0.10     1 
1830333637   38.60283     23.52193    -0.07     -0.01     0.07     1 
1830333638   38.60205     23.55773     0.00      0.01     0.01     1 
1830333639   38.60126     23.59352     0.03     -0.00     0.03     1 
1830333640   38.60046     23.62932    -0.06     -0.02     0.07     1 
1830333641   38.59965     23.66511     0.03     -0.05     0.06     1 
1830333643   38.59800     23.73669    -0.11     -0.06     0.12     1 
1830333644   38.59716     23.77248    -0.02     -0.12     0.12     1 
1830333645   38.59630     23.80826     0.11     -0.12     0.16     1 
1830333646   38.59544     23.84405     0.07     -0.06     0.09     1 
1830333647   38.59456     23.87983     0.05     -0.01     0.05     1 
1830333648   38.59367     23.91561    -0.02     -0.04     0.05     1 
1830333649   38.59278     23.95139     0.08     -0.12     0.15     1 
1830333650   38.59187     23.98717     0.07     -0.03     0.07     1 
1830333651   38.59095     24.02295     0.10      0.02     0.10     1 
1830333652   38.59002     24.05872    -0.01     -0.03     0.03     1 
1830333653   38.58908     24.09449    -0.01     -0.03     0.03     1 
1830333654   38.58812     24.13027     0.09      0.07     0.11     1 
1830333680   38.59679     22.37536    -0.01      0.03     0.03     1 
1830333681   38.59636     22.41117    -0.09      0.02     0.09     1 
1830333682   38.59592     22.44699     0.03     -0.01     0.03     1 
1830333683   38.59547     22.48281     0.02      0.02     0.03     1 
1830333684   38.59501     22.51862    -0.10     -0.03     0.11     1 
1830333685   38.59454     22.55444    -0.03     -0.03     0.04     1 
1830333686   38.59406     22.59025     0.10      0.04     0.10     1 
1830333687   38.59357     22.62606     0.14     -0.04     0.15     1 
1830333688   38.59307     22.66188    -0.10      0.10     0.15     1 
1830333689   38.59255     22.69769    -0.14      0.10     0.17     1 
1830333693   38.59039     22.84092     0.09     -0.04     0.10     1 
1830333694   38.58982     22.87673     0.07      0.04     0.08     1 
1830333695   38.58924     22.91253    -0.05      0.13     0.14     1 
1830333696   38.58865     22.94834    -0.07      0.02     0.07     1 
1830333697   38.58805     22.98414     0.15      0.11     0.19     1 
1830333698   38.58743     23.01995     0.01      0.04     0.04     1 
1830333699   38.58681     23.05575     0.18      0.03     0.18     1 
1830333700   38.58618     23.09155     0.04      0.00     0.04     1 
1830333701   38.58553     23.12735     0.15      0.06     0.16     1 
1830333702   38.58487     23.16314    -0.01      0.04     0.04     1 
1830333703   38.58421     23.19894     0.06     -0.02     0.06     1 
1830333704   38.58353     23.23474     0.10     -0.03     0.10     1 
1830333705   38.58284     23.27053    -0.04     -0.08     0.09     1 
1830333706   38.58214     23.30632     0.04     -0.01     0.04     1 
1830333712   38.57771     23.52105     0.04     -0.13     0.13     1 
1830333713   38.57693     23.55684     0.00     -0.16     0.16     1 
1830333714   38.57614     23.59262     0.01     -0.13     0.13     1 
1830333715   38.57534     23.62840     0.03     -0.04     0.05     1 
1830333716   38.57454     23.66418    -0.21     -0.14     0.25     1 
1830333717   38.57371     23.69996    -0.04     -0.14     0.15     1 
1830333718   38.57288     23.73573     0.02     -0.08     0.09     1 
1830333719   38.57204     23.77151    -0.07     -0.07     0.10     1 
1830333720   38.57119     23.80728     0.10      0.01     0.10     1 
1830333721   38.57032     23.84305     0.02     -0.02     0.03     1 
1830333722   38.56945     23.87883     0.14     -0.02     0.14     1 
1830333723   38.56856     23.91459     0.09     -0.01     0.09     1 
1830333724   38.56767     23.95036     0.28      0.05     0.28     1 
1830333725   38.56676     23.98613     0.08     -0.08     0.11     1 
1830333726   38.56584     24.02189     0.07      0.05     0.09     1 
1830333727   38.56491     24.05766     0.06     -0.03     0.06     1 
1830333728   38.56397     24.09342    -0.05     -0.06     0.08     1 
1830333729   38.56302     24.12918    -0.01     -0.01     0.02     1 
1830333730   38.56206     24.16493    -0.10      0.03     0.11     1 
1830333754   38.57207     22.33907     0.06      0.18     0.19     1 
1830333755   38.57165     22.37488    -0.01      0.01     0.02     1 
1830333756   38.57122     22.41068     0.06      0.04     0.07     1 
1830333757   38.57079     22.44649     0.06      0.02     0.06     1 
1830333758   38.57034     22.48229    -0.02     -0.02     0.02     1 
1830333759   38.56988     22.51809     0.08     -0.02     0.09     1 
1830333760   38.56941     22.55390     0.06     -0.01     0.06     1 
1830333761   38.56893     22.58970     0.10      0.03     0.10     1 
1830333762   38.56844     22.62550     0.14     -0.02     0.14     1 
1830333763   38.56793     22.66130    -0.14     -0.11     0.18     1 
1830333764   38.56742     22.69710    -0.01     -0.00     0.01     1 
1830333765   38.56690     22.73289     0.10      0.11     0.15     1 
1830333770   38.56411     22.91187     0.08     -0.08     0.11     1 
1830333771   38.56352     22.94766     0.25      0.03     0.25     1 
1830333772   38.56292     22.98345     0.10      0.05     0.11     1 
1830333773   38.56231     23.01924    -0.02      0.10     0.10     1 
1830333774   38.56168     23.05503     0.01      0.12     0.12     1 
1830333775   38.56105     23.09082    -0.01      0.05     0.05     1 
1830333776   38.56040     23.12660    -0.05      0.09     0.10     1 
1830333777   38.55975     23.16239     0.09      0.13     0.16     1 
1830333778   38.55908     23.19817     0.05      0.13     0.14     1 
1830333779   38.55840     23.23396    -0.04      0.06     0.07     1 
1830333780   38.55772     23.26974    -0.12      0.12     0.17     1 
1830333781   38.55702     23.30552     0.07      0.12     0.14     1 
1830333790   38.55023     23.62749    -0.10     -0.19     0.21     1 
1830333791   38.54942     23.66325    -0.09     -0.09     0.13     1 
1830333792   38.54860     23.69902    -0.03     -0.06     0.07     1 
1830333793   38.54777     23.73478    -0.09     -0.12     0.15     1 
1830333794   38.54693     23.77054    -0.06     -0.08     0.10     1 
1830333795   38.54608     23.80631     0.02     -0.05     0.05     1 
1830333796   38.54521     23.84207     0.12      0.05     0.13     1 
1830333797   38.54434     23.87782     0.17      0.02     0.17     1 
1830333798   38.54345     23.91358     0.14     -0.06     0.15     1 
1830333799   38.54256     23.94934     0.11     -0.04     0.12     1 
1830333800   38.54165     23.98509     0.02     -0.06     0.06     1 
1830333801   38.54073     24.02084    -0.08     -0.13     0.16     1 
1830333802   38.53980     24.05659     0.02      0.03     0.04     1 
1830333803   38.53886     24.09234     0.01     -0.03     0.03     1 
1830333804   38.53791     24.12809    -0.09     -0.07     0.11     1 
1830333805   38.53695     24.16383     0.14     -0.05     0.15     1 
1830333806   38.53598     24.19957     0.06      0.15     0.16     1 
1830333829   38.54693     22.33860     0.04      0.14     0.14     1 
1830333830   38.54651     22.37440     0.02     -0.07     0.07     1 
1830333831   38.54609     22.41019     0.09     -0.01     0.09     1 
1830333832   38.54565     22.44598     0.05      0.01     0.06     1 
1830333833   38.54520     22.48177    -0.03      0.02     0.03     1 
1830333834   38.54475     22.51757    -0.03     -0.03     0.04     1 
1830333835   38.54428     22.55335    -0.00     -0.00     0.00     1 
1830333836   38.54380     22.58914     0.12     -0.04     0.12     1 
1830333837   38.54330     22.62493    -0.01     -0.03     0.03     1 
1830333838   38.54280     22.66072    -0.04     -0.05     0.06     1 
1830333839   38.54229     22.69650    -0.02      0.07     0.07     1 
1830333840   38.54176     22.73229     0.14      0.15     0.20     1 
1830333841   38.54123     22.76807     0.12      0.03     0.12     1 
1830333844   38.53956     22.87542     0.15      0.19     0.24     1 
1830333845   38.53898     22.91120    -0.00      0.06     0.06     1 
1830333846   38.53839     22.94698     0.12      0.07     0.13     1 
1830333847   38.53779     22.98276     0.08      0.10     0.13     1 
1830333848   38.53718     23.01854     0.09      0.04     0.09     1 
1830333849   38.53656     23.05431     0.08     -0.03     0.09     1 
1830333850   38.53592     23.09009     0.02      0.01     0.03     1 
1830333851   38.53528     23.12586     0.01      0.12     0.12     1 
1830333852   38.53462     23.16164     0.17      0.03     0.17     1 
1830333853   38.53396     23.19741     0.10      0.10     0.14     1 
1830333854   38.53328     23.23318     0.02      0.02     0.03     1 
1830333855   38.53259     23.26895     0.01      0.01     0.01     1 
1830333856   38.53189     23.30472    -0.05      0.07     0.09     1 
1830333857   38.53118     23.34048     0.18      0.13     0.22     1 
1830333865   38.52511     23.62657    -0.00     -0.08     0.08     1 
1830333866   38.52430     23.66232    -0.04      0.01     0.05     1 
1830333867   38.52348     23.69808    -0.03     -0.04     0.06     1 
1830333868   38.52265     23.73383    -0.13      0.01     0.13     1 
1830333869   38.52181     23.76958    -0.03     -0.03     0.04     1 
1830333870   38.52096     23.80533    -0.12     -0.05     0.13     1 
1830333871   38.52010     23.84108    -0.07     -0.07     0.10     1 
1830333872   38.51923     23.87682     0.02     -0.02     0.03     1 
1830333873   38.51834     23.91257     0.08     -0.02     0.08     1 
1830333874   38.51745     23.94831     0.13      0.00     0.13     1 
1830333875   38.51654     23.98405     0.04     -0.01     0.04     1 
1830333876   38.51562     24.01979     0.02     -0.05     0.06     1 
1830333877   38.51470     24.05553     0.05     -0.03     0.05     1 
1830333878   38.51376     24.09126     0.03      0.04     0.05     1 
1830333879   38.51281     24.12700     0.06     -0.06     0.09     1 
1830333880   38.51185     24.16273     0.10      0.04     0.11     1 
1830333881   38.51087     24.19846     0.06      0.10     0.12     1 
1830333882   38.50989     24.23419    -0.02      0.04     0.05     1 
1830333904   38.52179     22.33814     0.07      0.00     0.07     1 
1830333905   38.52138     22.37392    -0.10      0.08     0.13     1 
1830333906   38.52095     22.40970    -0.03     -0.11     0.11     1 
1830333907   38.52052     22.44548     0.16     -0.03     0.16     1 
1830333908   38.52007     22.48126     0.10     -0.04     0.11     1 
1830333909   38.51961     22.51704     0.05      0.03     0.06     1 
1830333910   38.51914     22.55281     0.01     -0.03     0.03     1 
1830333911   38.51866     22.58859     0.21     -0.12     0.24     1 
1830333912   38.51817     22.62437    -0.05     -0.03     0.06     1 
1830333913   38.51767     22.66014     0.12      0.11     0.16     1 
1830333914   38.51716     22.69591     0.00      0.07     0.07     1 
1830333915   38.51663     22.73169    -0.01      0.04     0.04     1 
1830333916   38.51610     22.76746    -0.09     -0.04     0.10     1 
1830333921   38.51326     22.94631     0.05      0.04     0.06     1 
1830333924   38.51143     23.05360     0.21      0.04     0.21     1 
1830333925   38.51080     23.08936    -0.06      0.17     0.18     1 
1830333926   38.51015     23.12513     0.11      0.07     0.13     1 
1830333927   38.50950     23.16089    -0.11     -0.10     0.15     1 
1830333930   38.50747     23.26816     0.02     -0.03     0.04     1 
1830333931   38.50677     23.30391     0.11      0.03     0.12     1 
1830333932   38.50606     23.33967    -0.08      0.20     0.21     1 
1830333933   38.50534     23.37542    -0.18      0.07     0.19     1 
1830333934   38.50461     23.41118     0.05      0.05     0.07     1 
1830333935   38.50387     23.44693    -0.05     -0.00     0.05     1 
1830333938   38.50158     23.55417    -0.06      0.08     0.10     1 
1830333940   38.49999     23.62566     0.07     -0.11     0.13     1 
1830333941   38.49919     23.66140    -0.00      0.03     0.03     1 
1830333942   38.49837     23.69714    -0.08     -0.07     0.11     1 
1830333943   38.49754     23.73288     0.07      0.04     0.08     1 
1830333944   38.49670     23.76862     0.10      0.01     0.10     1 
1830333945   38.49585     23.80436     0.03     -0.06     0.06     1 
1830333946   38.49499     23.84009     0.10     -0.06     0.11     1 
1830333947   38.49411     23.87582     0.01     -0.03     0.03     1 
1830333948   38.49323     23.91155     0.11     -0.00     0.11     1 
1830333949   38.49234     23.94729     0.16     -0.02     0.16     1 
1830333950   38.49143     23.98301     0.15     -0.04     0.15     1 
1830333951   38.49052     24.01874    -0.06     -0.04     0.07     1 
1830333952   38.48959     24.05447    -0.03     -0.02     0.03     1 
1830333953   38.48865     24.09019    -0.01      0.04     0.04     1 
1830333954   38.48770     24.12591    -0.02     -0.02     0.03     1 
1830333955   38.48674     24.16163     0.09     -0.03     0.10     1 
1830333979   38.49665     22.33767     0.04     -0.03     0.05     1 
1830333980   38.49624     22.37344    -0.06      0.06     0.08     1 
1830333981   38.49582     22.40921    -0.14      0.02     0.14     1 
1830333982   38.49538     22.44498    -0.00      0.02     0.02     1 
1830333983   38.49493     22.48074     0.11      0.06     0.13     1 
1830333984   38.49448     22.51651    -0.02      0.03     0.04     1 
1830333985   38.49401     22.55227     0.20      0.06     0.21     1 
1830333986   38.49353     22.58804     0.25      0.07     0.26     1 
1830333987   38.49304     22.62380     0.01      0.02     0.02     1 
1830333988   38.49254     22.65956     0.17      0.04     0.18     1 
1830333989   38.49202     22.69533     0.02     -0.02     0.02     1 
1830333990   38.49150     22.73109     0.05      0.02     0.05     1 
1830333991   38.49097     22.76685     0.01      0.00     0.01     1 
1830333992   38.49042     22.80260    -0.04      0.03     0.05     1 
1830333993   38.48987     22.83836    -0.00      0.09     0.09     1 
1830333996   38.48813     22.94563    -0.08     -0.14     0.16     1 
1830333998   38.48692     23.01713    -0.06      0.25     0.26     1 
1830334000   38.48567     23.08864    -0.02      0.18     0.18     1 
1830334001   38.48503     23.12439     0.17     -0.09     0.20     1 
1830334004   38.48303     23.23163    -0.16     -0.02     0.16     1 
1830334005   38.48234     23.26737     0.03      0.06     0.07     1 
1830334006   38.48165     23.30311     0.03     -0.00     0.03     1 
1830334009   38.47949     23.41034    -0.13     -0.08     0.15     1 
1830334010   38.47875     23.44608     0.06      0.07     0.09     1 
1830334011   38.47799     23.48181    -0.11      0.00     0.11     1 
1830334012   38.47723     23.51755    -0.12     -0.02     0.12     1 
1830334013   38.47646     23.55328    -0.01     -0.02     0.02     1 
1830334014   38.47567     23.58901     0.06      0.05     0.08     1 
1830334015   38.47488     23.62475    -0.19     -0.10     0.21     1 
1830334016   38.47407     23.66048    -0.09     -0.02     0.10     1 
1830334017   38.47325     23.69620    -0.05     -0.10     0.11     1 
1830334018   38.47242     23.73193    -0.05     -0.09     0.10     1 
1830334019   38.47158     23.76766     0.06     -0.02     0.06     1 
1830334020   38.47073     23.80338     0.05     -0.04     0.06     1 
1830334021   38.46987     23.83910     0.07     -0.14     0.15     1 
1830334022   38.46900     23.87483     0.09     -0.01     0.09     1 
1830334023   38.46812     23.91054     0.14     -0.06     0.16     1 
1830334024   38.46722     23.94626     0.13     -0.08     0.15     1 
1830334025   38.46632     23.98198     0.06     -0.02     0.07     1 
1830334026   38.46541     24.01769    -0.05     -0.00     0.05     1 
1830334027   38.46448     24.05341     0.11     -0.08     0.13     1 
1830334028   38.46354     24.08912     0.09     -0.02     0.09     1 
1830334029   38.46259     24.12483    -0.06     -0.11     0.13     1 
1830334030   38.46164     24.16053     0.10      0.01     0.10     1 
1830334054   38.47152     22.33721    -0.10      0.04     0.11     1 
1830334055   38.47111     22.37296    -0.14     -0.01     0.14     1 
1830334056   38.47068     22.40872    -0.07      0.01     0.07     1 
1830334057   38.47024     22.44448    -0.08      0.02     0.08     1 
1830334058   38.46980     22.48023    -0.04      0.01     0.04     1 
1830334059   38.46934     22.51598     0.01     -0.13     0.13     1 
1830334060   38.46887     22.55174     0.02      0.04     0.05     1 
1830334061   38.46839     22.58749     0.10      0.07     0.12     1 
1830334062   38.46790     22.62324    -0.10      0.01     0.10     1 
1830334063   38.46740     22.65899     0.16     -0.04     0.16     1 
1830334064   38.46689     22.69474    -0.01      0.03     0.03     1 
1830334065   38.46637     22.73049    -0.05     -0.02     0.05     1 
1830334066   38.46583     22.76623     0.03      0.05     0.06     1 
1830334067   38.46529     22.80198    -0.01      0.01     0.01     1 
1830334068   38.46473     22.83772    -0.03      0.04     0.06     1 
1830334069   38.46417     22.87347    -0.03      0.01     0.03     1 
1830334070   38.46359     22.90921     0.01      0.07     0.07     1 
1830334071   38.46300     22.94495     0.21      0.12     0.24     1 
1830334078   38.45858     23.19512     0.10      0.05     0.11     1 
1830334079   38.45790     23.23085     0.05      0.03     0.06     1 
1830334080   38.45722     23.26658     0.15     -0.02     0.16     1 
1830334081   38.45652     23.30232     0.10      0.02     0.11     1 
1830334084   38.45437     23.40950     0.14     -0.05     0.15     1 
1830334085   38.45363     23.44523     0.08      0.01     0.08     1 
1830334086   38.45287     23.48095     0.13      0.01     0.13     1 
1830334087   38.45211     23.51667    -0.04      0.01     0.04     1 
1830334088   38.45134     23.55240    -0.02      0.01     0.03     1 
1830334089   38.45055     23.58812     0.08     -0.00     0.08     1 
1830334090   38.44976     23.62383    -0.04     -0.26     0.26     1 
1830334091   38.44895     23.65955    -0.15     -0.08     0.17     1 
1830334092   38.44814     23.69527    -0.03     -0.04     0.05     1 
1830334093   38.44731     23.73098     0.01     -0.05     0.06     1 
1830334094   38.44647     23.76670     0.12     -0.03     0.12     1 
1830334095   38.44562     23.80241     0.21     -0.05     0.21     1 
1830334096   38.44476     23.83812     0.16      0.02     0.16     1 
1830334097   38.44389     23.87383    -0.02     -0.03     0.03     1 
1830334098   38.44301     23.90953     0.07     -0.03     0.08     1 
1830334099   38.44212     23.94524     0.21      0.08     0.23     1 
1830334100   38.44121     23.98094    -0.03     -0.00     0.03     1 
1830334101   38.44030     24.01665    -0.09     -0.04     0.10     1 
1830334102   38.43937     24.05235     0.01      0.00     0.01     1 
1830334103   38.43843     24.08805     0.07     -0.01     0.07     1 
1830334104   38.43749     24.12374    -0.01     -0.05     0.05     1 
1830334105   38.43653     24.15944     0.18      0.02     0.18     1 
1830334106   38.43556     24.19513     0.14      0.07     0.15     1 
1830334129   38.44638     22.33674     0.02      0.08     0.08     1 
1830334130   38.44597     22.37249    -0.10      0.03     0.10     1 
1830334131   38.44554     22.40823     0.03      0.02     0.04     1 
1830334132   38.44511     22.44397     0.01     -0.06     0.06     1 
1830334133   38.44466     22.47972     0.03      0.01     0.03     1 
1830334134   38.44421     22.51546    -0.08     -0.05     0.09     1 
1830334135   38.44374     22.55120     0.04     -0.03     0.05     1 
1830334136   38.44326     22.58694     0.06     -0.02     0.06     1 
1830334137   38.44277     22.62268     0.07      0.04     0.08     1 
1830334138   38.44227     22.65841     0.05     -0.01     0.05     1 
1830334139   38.44176     22.69415    -0.06     -0.04     0.08     1 
1830334140   38.44123     22.72988     0.07      0.01     0.07     1 
1830334141   38.44070     22.76562     0.04      0.01     0.04     1 
1830334142   38.44016     22.80135     0.03      0.09     0.10     1 
1830334143   38.43960     22.83709    -0.17      0.12     0.21     1 
1830334144   38.43904     22.87282    -0.10      0.06     0.12     1 
1830334145   38.43846     22.90855    -0.03      0.08     0.09     1 
1830334159   38.42924     23.40866     0.09     -0.13     0.16     1 
1830334160   38.42850     23.44438     0.19     -0.10     0.21     1 
1830334161   38.42775     23.48009     0.11     -0.10     0.15     1 
1830334162   38.42699     23.51580     0.00     -0.04     0.04     1 
1830334163   38.42622     23.55151     0.01     -0.01     0.02     1 
1830334164   38.42544     23.58722     0.03     -0.08     0.09     1 
1830334165   38.42464     23.62292    -0.01     -0.11     0.11     1 
1830334166   38.42384     23.65863    -0.08     -0.12     0.15     1 
1830334167   38.42302     23.69433    -0.01      0.01     0.01     1 
1830334168   38.42219     23.73004     0.01     -0.01     0.01     1 
1830334169   38.42135     23.76574     0.00     -0.05     0.05     1 
1830334170   38.42051     23.80144    -0.00     -0.03     0.03     1 
1830334171   38.41965     23.83713    -0.03     -0.02     0.03     1 
1830334172   38.41878     23.87283    -0.02     -0.04     0.05     1 
1830334173   38.41790     23.90853     0.03      0.00     0.03     1 
1830334174   38.41700     23.94422     0.17      0.02     0.17     1 
1830334175   38.41610     23.97991    -0.05      0.01     0.05     1 
1830334176   38.41519     24.01560     0.04     -0.04     0.06     1 
1830334177   38.41426     24.05129    -0.02     -0.04     0.05     1 
1830334178   38.41333     24.08698     0.15      0.01     0.15     1 
1830334179   38.41238     24.12266    -0.03     -0.03     0.04     1 
1830334180   38.41142     24.15834     0.14      0.04     0.15     1 
1830334181   38.41046     24.19403     0.11      0.06     0.13     1 
1830334203   38.42165     22.30055    -0.02      0.25     0.25     1 
1830334204   38.42124     22.33628     0.06      0.10     0.12     1 
1830334205   38.42083     22.37201     0.06      0.01     0.06     1 
1830334207   38.41997     22.44347     0.07      0.07     0.10     1 
1830334208   38.41953     22.47920     0.03      0.05     0.06     1 
1830334209   38.41907     22.51493    -0.03      0.03     0.04     1 
1830334210   38.41860     22.55066    -0.03      0.03     0.04     1 
1830334211   38.41813     22.58639     0.05      0.02     0.05     1 
1830334212   38.41763     22.62211     0.14     -0.04     0.15     1 
1830334213   38.41714     22.65784     0.01     -0.01     0.01     1 
1830334214   38.41662     22.69356    -0.02      0.03     0.03     1 
1830334215   38.41610     22.72929     0.00      0.02     0.02     1 
1830334216   38.41557     22.76501     0.11      0.01     0.11     1 
1830334217   38.41503     22.80073     0.00      0.05     0.05     1 
1830334218   38.41447     22.83645    -0.10      0.04     0.11     1 
1830334219   38.41391     22.87217     0.04     -0.09     0.10     1 
1830334220   38.41333     22.90789     0.10      0.02     0.10     1 
1830334221   38.41274     22.94361    -0.00      0.13     0.13     1 
1830334228   38.40833     23.19360     0.06      0.04     0.07     1 
1830334233   38.40485     23.37213     0.12      0.11     0.16     1 
1830334234   38.40412     23.40783     0.15      0.04     0.15     1 
1830334235   38.40338     23.44353     0.05     -0.07     0.08     1 
1830334236   38.40263     23.47923     0.01      0.05     0.05     1 
1830334237   38.40187     23.51493    -0.04     -0.07     0.08     1 
1830334238   38.40110     23.55063    -0.06     -0.03     0.07     1 
1830334239   38.40032     23.58632    -0.06     -0.11     0.12     1 
1830334240   38.39952     23.62202     0.05      0.07     0.09     1 
1830334241   38.39872     23.65771     0.23     -0.04     0.23     1 
1830334243   38.39708     23.72909     0.03     -0.01     0.03     1 
1830334245   38.39539     23.80047     0.03     -0.02     0.03     1 
1830334247   38.39366     23.87184     0.05     -0.03     0.06     1 
1830334248   38.39278     23.90752     0.15     -0.02     0.15     1 
1830334249   38.39189     23.94320     0.07     -0.03     0.08     1 
1830334251   38.39008     24.01456     0.05     -0.05     0.07     1 
1830334252   38.38915     24.05023     0.08     -0.01     0.08     1 
1830334253   38.38822     24.08591     0.15      0.01     0.15     1 
1830334254   38.38727     24.12158    -0.00     -0.04     0.04     1 
1830334255   38.38632     24.15725     0.14     -0.00     0.14     1 
1830334256   38.38535     24.19292     0.14      0.10     0.17     1 
1830334278   38.39651     22.30010    -0.01      0.05     0.05     1 
1830334279   38.39611     22.33582     0.01      0.02     0.02     1 
1830334281   38.39527     22.40725     0.00     -0.03     0.03     1 
1830334284   38.39393     22.51441    -0.03      0.02     0.04     1 
